effect_allele	p_nominal	beta	OR	log_OR	se	z_score	trait	PMID	used_file	snp_id	chr	pos	MAF
T	0.0065	NA	0.94	-0.0618754037180875	0.022736350523349	-2.72143076148236	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62578054	9	120746613	0.168604651162791
T	0.0063	NA	1.06	0.0582689081239758	0.0213302930679071	2.73174437587289	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13301211	9	120748646	0.162790697674419
T	8e-04	NA	0.9	-0.105360515657826	0.0314246837505403	-3.35279478050483	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs117917160	9	120749092	0.0697674418604651
T	0.0049	NA	0.94	-0.0618754037180875	0.021992047821878	-2.8135353387388	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985021	9	120751770	0.168604651162791
A	0.0088	NA	1.06	0.0582689081239758	0.0222423528620066	2.61972770981024	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34296054	9	120752208	0.162790697674419
A	0.26	NA	0.97	-0.0304592074847086	0.0270414127912218	-1.1263911290388	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs45573442	9	120752969	0.0697674418604651
T	0.0078	NA	1.06	0.0582689081239758	0.0219006090883907	2.66060673878077	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2004153	9	120753002	0.162790697674419
A	0.0077	NA	1.06	0.0582689081239758	0.0218649243182619	2.66494899665895	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs746611	9	120753375	0.162790697674419
G	0.0077	NA	0.94	-0.0618754037180875	0.0232182318669741	-2.66494899665895	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12377928	9	120753781	0.162790697674419
G	0.098	NA	1.03	0.0295588022415444	0.0178643199474299	1.65462790235108	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985023	9	120754001	0.296511627906977
A	0.00067	NA	1.06	0.0582689081239758	0.017130004794148	3.40156986668689	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34025993	9	120754294	0.459302325581395
A	0.11	NA	1.03	0.0295588022415444	0.0184951377297064	1.59819313992282	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985024	9	120754534	0.296511627906977
A	0.007	NA	1.06	0.0582689081239758	0.0216063303948456	2.69684426087813	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13286009	9	120754625	0.162790697674419
T	0.032	NA	0.93	-0.0725706928348354	0.0338417895001737	-2.14441062091184	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs118048326	9	120755209	0.0755813953488372
A	0.0067	NA	1.06	0.0582689081239758	0.0214903500086991	2.71139874875882	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985025	9	120756894	0.162790697674419
T	0.0066	NA	1.06	0.0582689081239758	0.0214509367644415	2.71638058346086	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs16910125	9	120758299	0.168604651162791
A	0.0062	NA	0.94	-0.0618754037180875	0.0226069158463254	-2.73701216648466	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs3814536	9	120759837	0.162790697674419
A	0.0063	NA	0.94	-0.0618754037180875	0.0226505101518937	-2.73174437587289	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985030	9	120762897	0.162790697674419
A	0.0063	NA	0.94	-0.0618754037180875	0.0226505101518937	-2.73174437587289	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs3750496	9	120763892	0.162790697674419
A	0.1	NA	0.95	-0.0512932943875506	0.031184108754173	-1.64485362695147	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs112579427	9	120765182	0.0581395348837209
T	0.11	NA	1.03	0.0295588022415444	0.0184951377297064	1.59819313992282	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2031974	9	120765243	0.296511627906977
A	0.0061	NA	0.94	-0.0618754037180875	0.0225628549605283	-2.74235702114528	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12115491	9	120766608	0.162790697674419
A	0.041	NA	1.1	0.0953101798043249	0.0466399707649656	2.04353000743986	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12554419	9	120769382	0.0872093023255814
T	0.0063	NA	1.06	0.0582689081239758	0.0213302930679071	2.73174437587289	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12376644	9	120769716	0.162790697674419
A	0.0061	NA	0.94	-0.0618754037180875	0.0225628549605283	-2.74235702114528	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985032	9	120770999	0.162790697674419
A	0.016	NA	1.07	0.0676586484738149	0.028086766508417	2.40891554581546	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34623305	9	120771842	0.0813953488372093
T	0.22	NA	0.97	-0.0304592074847086	0.0248336805223833	-1.22652812003661	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs113660238	9	120772365	0.0697674418604651
T	0.0065	NA	0.94	-0.0618754037180875	0.022736350523349	-2.72143076148236	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs36104310	9	120774744	0.162790697674419
G	0.12	NA	1.03	0.0295588022415444	0.0190116441032104	1.55477359459685	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985033	9	120775104	0.296511627906977
A	0.0065	NA	1.06	0.0582689081239758	0.0214111301116611	2.72143076148236	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35963427	9	120775291	0.162790697674419
A	0.007	NA	1.06	0.0582689081239758	0.0216063303948456	2.69684426087813	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13300027	9	120778032	0.162790697674419
A	0.0071	NA	1.06	0.0582689081239758	0.0216442691057548	2.69211715301041	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985034	9	120779787	0.162790697674419
A	0.0029	NA	1.05	0.048790164169432	0.0163827435273277	2.97814368442296	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2416800	9	120781725	0.465116279069767
A	0.0069	NA	1.06	0.0582689081239758	0.0215680371230255	2.70163241057154	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985035	9	120781947	0.162790697674419
T	0.0068	NA	1.06	0.0582689081239758	0.0215293801619558	2.70648331190425	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35634490	9	120782272	0.162790697674419
T	0.0067	NA	0.94	-0.0618754037180875	0.0228204736564151	-2.71139874875882	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13297931	9	120784572	0.162790697674419
A	0.0066	NA	0.94	-0.0618754037180875	0.0227786209689563	-2.71638058346086	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2184114	9	120786170	0.162790697674419
A	0.0065	NA	0.94	-0.0618754037180875	0.022736350523349	-2.72143076148236	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985036	9	120786607	0.162790697674419
T	0.0066	NA	1.06	0.0582689081239758	0.0214509367644415	2.71638058346086	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985037	9	120786625	0.162790697674419
T	0.017	NA	1.06	0.0582689081239758	0.0244139268842534	2.38670773449225	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985038	9	120787089	0.133720930232558
A	0.11	NA	0.97	-0.0304592074847086	0.0190585272354376	-1.59819313992282	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7026635	9	120787749	0.284883720930233
A	0.006	NA	1.06	0.0582689081239758	0.0212058020454707	2.74778138544499	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs66947673	9	120790739	0.162790697674419
A	0.036	NA	0.93	-0.0725706928348354	0.034608108905207	-2.09692742916434	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs75326127	9	120790823	0.0755813953488372
T	0.0059	NA	1.06	0.0582689081239758	0.0211633914880119	2.75328782520432	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35232035	9	120791475	0.162790697674419
T	0.039	NA	0.95	-0.0512932943875506	0.024849152286594	-2.0641868904004	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7873274	9	120797214	0.145348837209302
A	0.0029	NA	0.94	-0.0618754037180875	0.020776500489793	-2.97814368442296	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985041	9	120797684	0.162790697674419
T	0.0028	NA	1.07	0.0676586484738149	0.0226367726871279	2.98888226731579	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13285804	9	120798555	0.162790697674419
A	0.0028	NA	1.07	0.0676586484738149	0.0226367726871279	2.98888226731579	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12115750	9	120799578	0.162790697674419
A	0.0027	NA	1.07	0.0676586484738149	0.0225530557862196	2.99997699270339	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985044	9	120801232	0.162790697674419
T	0.0027	NA	1.07	0.0676586484738149	0.0225530557862196	2.99997699270339	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12379265	9	120802700	0.162790697674419
T	0.0029	NA	1.07	0.0676586484738149	0.0227183963042818	2.97814368442296	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs11521526	9	120803381	0.162790697674419
T	0.0029	NA	1.07	0.0676586484738149	0.0227183963042818	2.97814368442296	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs11515439	9	120803596	0.162790697674419
T	0.003	NA	0.94	-0.0618754037180875	0.0208493489905992	-2.96773792534178	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs67967370	9	120805979	0.162790697674419
T	0.0031	NA	0.94	-0.0618754037180875	0.0209205047832508	-2.95764391725508	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34888736	9	120806236	0.162790697674419
A	0.0031	NA	0.94	-0.0618754037180875	0.0209205047832508	-2.95764391725508	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35729973	9	120806350	0.162790697674419
A	0.12	NA	1.05	0.048790164169432	0.0313808803667541	1.55477359459685	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs113857942	9	120806462	0.0755813953488372
T	0.0031	NA	1.06	0.0582689081239758	0.0197011235138994	2.95764391725508	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35865236	9	120807223	0.162790697674419
A	0.24	NA	0.96	-0.0408219945202552	0.0347425135294279	-1.17498679206609	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs117340544	9	120807983	0.0581395348837209
A	0.0031	NA	0.94	-0.0618754037180875	0.0209205047832508	-2.95764391725508	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35970053	9	120808562	0.162790697674419
A	0.00039	NA	1.06	0.0582689081239758	0.0164287720210295	3.54675979734756	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818476	9	120809760	0.459302325581395
G	0.0031	NA	1.06	0.0582689081239758	0.0197011235138994	2.95764391725508	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13298674	9	120809789	0.162790697674419
A	0.0032	NA	0.94	-0.0618754037180875	0.0209900639612608	-2.94784255218491	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34770443	9	120810360	0.162790697674419
A	0.0032	NA	1.06	0.0582689081239758	0.0197666283366415	2.94784255218491	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13299318	9	120811256	0.162790697674419
A	0.0033	NA	0.94	-0.0618754037180875	0.0210581143310641	-2.93831644872454	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34057190	9	120811668	0.162790697674419
T	0.0044	NA	0.94	-0.0618754037180875	0.021726194291172	-2.84796328748792	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs6602	9	120816686	0.162790697674419
A	0.24	NA	1.03	0.0295588022415444	0.0251567102210301	1.17498679206609	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs59525803	9	120818929	0.0697674418604651
T	0.00056	NA	0.95	-0.0512932943875506	0.014866403802928	-3.45028260146198	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs3793638	9	120820419	0.459302325581395
A	0.00057	NA	1.06	0.0582689081239758	0.0169115879589766	3.44550188103696	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1060817	9	120820914	0.459302325581395
T	0.0059	NA	0.94	-0.0618754037180875	0.0224732783662006	-2.75328782520432	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985046	9	120822399	0.162790697674419
T	0.00062	NA	1.06	0.0582689081239758	0.0170241984514753	3.42271081308538	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760117	9	120824459	0.465116279069767
A	0.0055	NA	0.94	-0.0618754037180875	0.022287882401185	-2.77619033537246	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35209903	9	120825821	0.162790697674419
A	0.24	NA	1.03	0.0295588022415444	0.0251567102210301	1.17498679206609	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs140346393	9	120828687	0.0697674418604651
T	0.00061	NA	0.95	-0.0512932943875506	0.0149668424027813	-3.4271286492613	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12684934	9	120830881	0.459302325581395
A	0.0053	NA	0.94	-0.0618754037180875	0.022191793273076	-2.78821107229569	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12376029	9	120831031	0.162790697674419
T	0.00061	NA	1.06	0.0582689081239758	0.0170022529316299	3.4271286492613	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13299616	9	120832525	0.459302325581395
A	0.035	NA	1.06	0.0582689081239758	0.0276370982025348	2.10835839916911	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10739574	9	120832558	0.145348837209302
A	0.0052	NA	1.06	0.0582689081239758	0.0208522084573375	2.79437586878104	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34355596	9	120834664	0.162790697674419
A	0.0052	NA	0.94	-0.0618754037180875	0.0221428349741221	-2.79437586878104	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs35731886	9	120835737	0.162790697674419
T	0.0052	NA	0.94	-0.0618754037180875	0.0221428349741221	-2.79437586878104	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34339834	9	120835752	0.162790697674419
A	0.15	NA	0.96	-0.0408219945202552	0.0283578340205668	-1.43953147093846	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62581704	9	120836345	0.0813953488372093
A	0.005	NA	1.06	0.0582689081239758	0.0207581785374657	2.8070337683438	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs16910160	9	120838477	0.162790697674419
T	0.0049	NA	0.94	-0.0618754037180875	0.021992047821878	-2.8135353387388	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62581705	9	120838623	0.162790697674419
T	0.0052	NA	0.94	-0.0618754037180875	0.0221428349741221	-2.79437586878104	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs16910165	9	120839185	0.162790697674419
T	0.0052	NA	1.06	0.0582689081239758	0.0208522084573375	2.79437586878104	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62581706	9	120839512	0.162790697674419
A	0.00063	NA	1.06	0.0582689081239758	0.0170458725319948	3.41835878536615	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12343516	9	120841191	0.459302325581395
A	0.0056	NA	0.94	-0.0618754037180875	0.0223350523263696	-2.77032723335218	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62581707	9	120841279	0.162790697674419
A	0.19	NA	0.98	-0.0202027073175195	0.0154150994243282	-1.31057911216813	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62581708	9	120841621	0.238372093023256
T	0.28	NA	0.97	-0.0304592074847086	0.0281946331366531	-1.08031934081496	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs113158310	9	120843744	0.0697674418604651
A	0.007	NA	0.95	-0.0512932943875506	0.0190197465725547	-2.69684426087813	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10739575	9	120843823	0.215116279069767
A	0.0046	NA	0.94	-0.0618754037180875	0.0218348826343234	-2.83378687004355	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985051	9	120845602	0.162790697674419
A	0.0046	NA	0.94	-0.0618754037180875	0.0218348826343234	-2.83378687004355	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985052	9	120846329	0.162790697674419
T	4e-04	NA	0.95	-0.0512932943875506	0.0144892881911589	-3.54008379920615	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs4837796	9	120848010	0.459302325581395
T	0.12	NA	1.05	0.048790164169432	0.0313808803667541	1.55477359459685	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62581709	9	120848119	0.0813953488372093
A	0.0047	NA	0.94	-0.0618754037180875	0.0218880236881719	-2.82690683268606	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985053	9	120848268	0.162790697674419
T	0.0046	NA	1.06	0.0582689081239758	0.020562205556087	2.83378687004355	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985054	9	120848469	0.162790697674419
T	0.0034	NA	1.07	0.0676586484738149	0.0230991803735511	2.92904974893763	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985055	9	120848964	0.162790697674419
T	0.0045	NA	1.06	0.0582689081239758	0.02051141645499	2.84080371786319	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985056	9	120849127	0.162790697674419
T	0.0045	NA	0.94	-0.0618754037180875	0.021780949992782	-2.84080371786319	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985057	9	120849464	0.162790697674419
A	0.0045	NA	1.06	0.0582689081239758	0.02051141645499	2.84080371786319	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985058	9	120849757	0.162790697674419
